,Employee_ID,First_Name,Last_Name,Age,Department_Region,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work,Department,Region,Phone_Status,Email_Status
163,EMP1163,Alice,Brown,30.0,HR-Florida,Pending,3/4/2020,54257.78,alice.brown@example.com,7546926328,Poor,True,HR,Florida,Valid,Needs Verification
164,EMP1164,Grace,Johnson,40.0,DevOps-Texas,Inactive,12/29/2023,113679.06,grace.johnson@example.com,6762916031,Poor,True,DevOps,Texas,Valid,Needs Verification
165,EMP1165,Bob,Smith,35.0,Sales-New York,Active,9/15/2020,69251.12,bob.smith@example.com,4841376814,Poor,True,Sales,New York,Valid,Needs Verification
166,EMP1166,Frank,Garcia,40.0,Sales-Illinois,Inactive,7/18/2022,85388.58,frank.garcia@example.com,1185672437,Poor,True,Sales,Illinois,Valid,Needs Verification
167,EMP1167,Bob,Davis,30.0,DevOps-New York,Inactive,7/13/2022,112166.37,bob.davis@example.com,,Excellent,False,DevOps,New York,Invalid,Needs Verification
168,EMP1168,Heidi,Davis,40.0,Finance-Nevada,Active,10/2/2021,79873.48,heidi.davis@example.com,,Average,False,Finance,Nevada,Invalid,Needs Verification
169,EMP1169,Frank,Miller,30.0,DevOps-Florida,Active,7/5/2020,108224.03,frank.miller@example.com,1837274219,Poor,True,DevOps,Florida,Valid,Needs Verification
170,EMP1170,Bob,Garcia,35.0,Admin-Illinois,Active,4/16/2023,116963.72,bob.garcia@example.com,9124186209,Average,True,Admin,Illinois,Valid,Needs Verification
171,EMP1171,Bob,Jones,40.0,HR-Nevada,Inactive,11/12/2024,114109.06,bob.jones@example.com,4275230836,Average,True,HR,Nevada,Valid,Needs Verification
172,EMP1172,Eva,Williams,30.0,HR-California,Active,3/29/2023,85518.88,eva.williams@example.com,,Excellent,False,HR,California,Invalid,Needs Verification
173,EMP1173,Heidi,Brown,30.0,Cloud Tech-California,Pending,1/22/2022,58041.97,heidi.brown@example.com,6335331059,Poor,True,Cloud Tech,California,Valid,Needs Verification
174,EMP1174,David,Garcia,40.0,Sales-Illinois,Pending,10/14/2023,94988.94,david.garcia@example.com,,Good,False,Sales,Illinois,Invalid,Needs Verification
175,EMP1175,Eva,Miller,25.0,Admin-California,Pending,4/10/2024,71628.93,eva.miller@example.com,8155839385,Excellent,False,Admin,California,Valid,Needs Verification
176,EMP1176,Alice,Williams,30.0,Admin-Illinois,Pending,3/31/2022,54870.98,alice.williams@example.com,6133155205,Good,False,Admin,Illinois,Valid,Needs Verification
177,EMP1177,Alice,Williams,25.0,DevOps-Illinois,Active,2/9/2022,79388.27,alice.williams@example.com,5063731494,Average,True,DevOps,Illinois,Valid,Needs Verification
178,EMP1178,Frank,Smith,35.0,DevOps-California,Pending,5/6/2023,55946.99,frank.smith@example.com,,Average,False,DevOps,California,Invalid,Needs Verification
179,EMP1179,Charlie,Williams,30.0,Cloud Tech-Nevada,Active,7/11/2021,81017.91,charlie.williams@example.com,2419562524,Excellent,True,Cloud Tech,Nevada,Valid,Needs Verification
180,EMP1180,Heidi,Jones,40.0,HR-New York,Pending,8/21/2020,74162.1,heidi.jones@example.com,7150997682,Excellent,False,HR,New York,Valid,Needs Verification
181,EMP1181,Heidi,Davis,30.0,DevOps-California,Active,3/27/2021,77668.44,heidi.davis@example.com,8903091435,Good,True,DevOps,California,Valid,Needs Verification
182,EMP1182,Alice,Miller,30.0,HR-New York,Active,4/14/2024,67886.37,alice.miller@example.com,3910257431,Poor,False,HR,New York,Valid,Needs Verification
183,EMP1183,Alice,Williams,40.0,DevOps-Florida,Active,9/21/2020,76614.52,alice.williams@example.com,6303975244,Good,True,DevOps,Florida,Valid,Needs Verification
184,EMP1184,Frank,Smith,25.0,Finance-Nevada,Active,6/12/2022,51311.91,frank.smith@example.com,,Excellent,False,Finance,Nevada,Invalid,Needs Verification
185,EMP1185,Frank,Jones,30.0,Finance-Illinois,Inactive,12/24/2023,94809.92,frank.jones@example.com,8033968526,Good,True,Finance,Illinois,Valid,Needs Verification
186,EMP1186,Grace,Johnson,25.0,HR-New York,Pending,7/31/2022,108241.81,grace.johnson@example.com,,Excellent,True,HR,New York,Invalid,Needs Verification
187,EMP1187,Bob,Davis,40.0,Cloud Tech-New York,Inactive,4/21/2023,78031.49,bob.davis@example.com,2983381673,Good,True,Cloud Tech,New York,Valid,Needs Verification
188,EMP1188,Eva,Davis,35.0,Admin-California,Active,6/5/2020,85733.83,eva.davis@example.com,2336293448,Excellent,True,Admin,California,Valid,Needs Verification
189,EMP1189,David,Miller,35.0,HR-Nevada,Pending,7/27/2024,60338.29,david.miller@example.com,7347156626,Excellent,False,HR,Nevada,Valid,Needs Verification
190,EMP1190,Eva,Davis,30.0,Admin-Illinois,Active,4/5/2024,103140.67,eva.davis@example.com,7689627065,Excellent,False,Admin,Illinois,Valid,Needs Verification
191,EMP1191,Heidi,Williams,40.0,Sales-Illinois,Inactive,10/26/2023,114690.8,heidi.williams@example.com,1498282466,Poor,True,Sales,Illinois,Valid,Needs Verification
192,EMP1192,Frank,Smith,35.0,Admin-Florida,Active,8/18/2022,80954.56,frank.smith@example.com,4746897151,Good,False,Admin,Florida,Valid,Needs Verification
193,EMP1193,Eva,Davis,30.0,Cloud Tech-California,Pending,5/31/2020,71728.55,eva.davis@example.com,7323008575,Good,True,Cloud Tech,California,Valid,Needs Verification
194,EMP1194,Alice,Davis,35.0,HR-Texas,Pending,11/4/2024,118415.8,alice.davis@example.com,6656749159,Good,True,HR,Texas,Valid,Needs Verification
195,EMP1195,Grace,Johnson,40.0,Sales-Illinois,Pending,3/25/2020,81481.36,grace.johnson@example.com,1692364586,Excellent,False,Sales,Illinois,Valid,Needs Verification
196,EMP1196,David,Johnson,35.0,Sales-Florida,Pending,11/4/2020,117040.57,david.johnson@example.com,5066337049,Good,True,Sales,Florida,Valid,Needs Verification
197,EMP1197,Frank,Brown,25.0,Sales-Nevada,Active,3/21/2020,67342.06,frank.brown@example.com,2497243991,Good,True,Sales,Nevada,Valid,Needs Verification
198,EMP1198,Heidi,Jones,30.0,Sales-Illinois,Active,1/15/2022,76099.64,heidi.jones@example.com,,Excellent,False,Sales,Illinois,Invalid,Needs Verification
199,EMP1199,Grace,Williams,35.0,DevOps-Illinois,Active,6/4/2024,94162.06,grace.williams@example.com,2644886945,Average,True,DevOps,Illinois,Valid,Needs Verification
200,EMP1200,Frank,Davis,25.0,Sales-Nevada,Inactive,8/4/2021,67639.7,frank.davis@example.com,1195243639,Excellent,True,Sales,Nevada,Valid,Needs Verification
201,EMP1201,Charlie,Garcia,35.0,Cloud Tech-Illinois,Pending,10/16/2020,114172.25,charlie.garcia@example.com,2701168645,Good,True,Cloud Tech,Illinois,Valid,Needs Verification
202,EMP1202,Grace,Davis,30.0,Sales-Nevada,Active,9/26/2021,89124.54,grace.davis@example.com,2252237280,Excellent,True,Sales,Nevada,Valid,Needs Verification
203,EMP1203,Frank,Smith,30.0,DevOps-Nevada,Pending,11/4/2023,113871.36,frank.smith@example.com,7932302345,Average,False,DevOps,Nevada,Valid,Needs Verification
204,EMP1204,Grace,Brown,30.0,HR-Texas,Inactive,9/24/2021,62618.4,grace.brown@example.com,7912141613,Excellent,False,HR,Texas,Valid,Needs Verification
205,EMP1205,Heidi,Jones,30.0,Admin-New York,Active,6/7/2020,70705.45,heidi.jones@example.com,1509377099,Good,False,Admin,New York,Valid,Needs Verification
206,EMP1206,Alice,Garcia,35.0,Sales-New York,Pending,2/10/2022,60797.69,alice.garcia@example.com,4090138068,Average,True,Sales,New York,Valid,Needs Verification
207,EMP1207,Charlie,Brown,40.0,Cloud Tech-Florida,Inactive,10/17/2023,100371.0,charlie.brown@example.com,8477596554,Poor,True,Cloud Tech,Florida,Valid,Needs Verification
208,EMP1208,Eva,Miller,40.0,Admin-Illinois,Active,9/25/2021,117591.76,eva.miller@example.com,5356690550,Good,False,Admin,Illinois,Valid,Needs Verification
209,EMP1209,David,Jones,35.0,DevOps-Illinois,Inactive,8/3/2022,103860.7,david.jones@example.com,,Average,True,DevOps,Illinois,Invalid,Needs Verification
210,EMP1210,Grace,Davis,30.0,Admin-Illinois,Active,11/22/2024,67500.22,grace.davis@example.com,5797863049,Average,True,Admin,Illinois,Valid,Needs Verification
211,EMP1211,Frank,Davis,30.0,Cloud Tech-Nevada,Pending,10/9/2024,58727.44,frank.davis@example.com,5057397690,Poor,True,Cloud Tech,Nevada,Valid,Needs Verification
212,EMP1212,Charlie,Jones,35.0,Finance-Illinois,Active,8/28/2024,80623.08,charlie.jones@example.com,5671649327,Excellent,True,Finance,Illinois,Valid,Needs Verification
213,EMP1213,David,Davis,40.0,HR-Texas,Inactive,4/19/2020,77751.78,david.davis@example.com,9802714871,Excellent,False,HR,Texas,Valid,Needs Verification
214,EMP1214,Grace,Williams,25.0,HR-New York,Active,10/14/2021,115157.81,grace.williams@example.com,7178333210,Good,False,HR,New York,Valid,Needs Verification
215,EMP1215,Frank,Jones,30.0,Admin-Texas,Inactive,8/26/2024,83071.85,frank.jones@example.com,6025643470,Poor,False,Admin,Texas,Valid,Needs Verification
216,EMP1216,Heidi,Brown,40.0,Sales-Texas,Active,2/8/2020,67914.67,heidi.brown@example.com,2871539914,Excellent,True,Sales,Texas,Valid,Needs Verification
217,EMP1217,Grace,Jones,25.0,HR-New York,Inactive,9/6/2020,53342.46,grace.jones@example.com,6686334140,Poor,False,HR,New York,Valid,Needs Verification
218,EMP1218,Heidi,Garcia,25.0,Cloud Tech-Florida,Pending,1/2/2023,51150.47,heidi.garcia@example.com,1159319524,Excellent,False,Cloud Tech,Florida,Valid,Needs Verification
219,EMP1219,David,Davis,30.0,HR-Florida,Active,6/13/2023,74697.12,david.davis@example.com,6904098365,Average,True,HR,Florida,Valid,Needs Verification
220,EMP1220,Charlie,Williams,25.0,Sales-California,Active,12/13/2022,88085.74,charlie.williams@example.com,5528993159,Excellent,True,Sales,California,Valid,Needs Verification
221,EMP1221,Alice,Williams,40.0,Finance-Texas,Pending,3/3/2022,118672.76,alice.williams@example.com,8752437728,Poor,False,Finance,Texas,Valid,Needs Verification
222,EMP1222,Alice,Miller,35.0,Cloud Tech-California,Active,2/10/2024,95997.31,alice.miller@example.com,4209548148,Average,False,Cloud Tech,California,Valid,Needs Verification
223,EMP1223,Frank,Brown,30.0,Cloud Tech-California,Pending,11/24/2021,106945.62,frank.brown@example.com,7374605232,Average,False,Cloud Tech,California,Valid,Needs Verification
224,EMP1224,Heidi,Johnson,40.0,DevOps-New York,Active,5/9/2020,100123.15,heidi.johnson@example.com,,Average,False,DevOps,New York,Invalid,Needs Verification
225,EMP1225,Alice,Johnson,35.0,Admin-Texas,Active,12/19/2024,52933.42,alice.johnson@example.com,6756618442,Poor,True,Admin,Texas,Valid,Needs Verification
226,EMP1226,Grace,Jones,30.0,Finance-California,Active,3/22/2024,95283.03,grace.jones@example.com,8612590471,Good,False,Finance,California,Valid,Needs Verification
227,EMP1227,Alice,Miller,35.0,HR-Texas,Inactive,6/13/2022,112264.06,alice.miller@example.com,9277423329,Good,False,HR,Texas,Valid,Needs Verification
228,EMP1228,Grace,Smith,35.0,Admin-Florida,Pending,10/15/2022,75714.28,grace.smith@example.com,5912662014,Good,True,Admin,Florida,Valid,Needs Verification
229,EMP1229,Eva,Jones,25.0,DevOps-Florida,Active,5/31/2022,92171.73,eva.jones@example.com,7201859625,Poor,False,DevOps,Florida,Valid,Needs Verification
230,EMP1230,Eva,Miller,35.0,Cloud Tech-Texas,Inactive,9/15/2023,70694.8,eva.miller@example.com,3013674925,Average,True,Cloud Tech,Texas,Valid,Needs Verification
231,EMP1231,Grace,Brown,30.0,DevOps-Florida,Inactive,7/4/2022,52964.86,grace.brown@example.com,1764750110,Good,True,DevOps,Florida,Valid,Needs Verification
232,EMP1232,Frank,Brown,30.0,Finance-California,Pending,6/8/2024,116353.31,frank.brown@example.com,1783099973,Poor,True,Finance,California,Valid,Needs Verification
233,EMP1233,Grace,Brown,35.0,Sales-Nevada,Pending,11/23/2020,116695.26,grace.brown@example.com,1926764920,Good,False,Sales,Nevada,Valid,Needs Verification
234,EMP1234,Heidi,Brown,25.0,Admin-Texas,Active,5/13/2024,95161.4,heidi.brown@example.com,5182606887,Excellent,False,Admin,Texas,Valid,Needs Verification
235,EMP1235,Alice,Brown,30.0,Admin-Nevada,Inactive,1/29/2022,76040.94,alice.brown@example.com,7189813128,Good,True,Admin,Nevada,Valid,Needs Verification
236,EMP1236,Charlie,Miller,30.0,HR-Florida,Inactive,8/23/2023,69508.28,charlie.miller@example.com,2087510292,Good,False,HR,Florida,Valid,Needs Verification
237,EMP1237,Alice,Miller,30.0,Finance-Illinois,Inactive,2/24/2023,58243.27,alice.miller@example.com,2184011844,Average,False,Finance,Illinois,Valid,Needs Verification
238,EMP1238,Heidi,Williams,30.0,Sales-California,Pending,10/2/2022,64012.48,heidi.williams@example.com,8260340847,Poor,True,Sales,California,Valid,Needs Verification
239,EMP1239,Bob,Garcia,40.0,Admin-Nevada,Inactive,6/28/2020,106735.93,bob.garcia@example.com,7297585987,Average,True,Admin,Nevada,Valid,Needs Verification
240,EMP1240,Frank,Johnson,35.0,DevOps-Texas,Pending,1/15/2023,70325.36,frank.johnson@example.com,3103032431,Average,False,DevOps,Texas,Valid,Needs Verification
241,EMP1241,Charlie,Davis,30.0,HR-Illinois,Active,9/5/2020,118959.28,charlie.davis@example.com,9839542960,Average,True,HR,Illinois,Valid,Needs Verification
242,EMP1242,David,Brown,40.0,Cloud Tech-California,Pending,3/18/2023,75823.78,david.brown@example.com,8446267145,Average,False,Cloud Tech,California,Valid,Needs Verification
243,EMP1243,Charlie,Smith,30.0,Cloud Tech-Texas,Inactive,3/26/2022,119971.65,charlie.smith@example.com,2831435988,Average,False,Cloud Tech,Texas,Valid,Needs Verification
244,EMP1244,Grace,Davis,40.0,Sales-Texas,Active,10/11/2021,94963.7,grace.davis@example.com,2625660930,Good,False,Sales,Texas,Valid,Needs Verification
245,EMP1245,Frank,Miller,30.0,Sales-Nevada,Pending,1/7/2021,103744.71,frank.miller@example.com,4181861514,Average,False,Sales,Nevada,Valid,Needs Verification
246,EMP1246,Alice,Smith,25.0,Sales-New York,Inactive,12/3/2020,61337.69,alice.smith@example.com,5423401635,Average,True,Sales,New York,Valid,Needs Verification
247,EMP1247,David,Smith,35.0,Sales-California,Active,5/28/2021,63741.13,david.smith@example.com,1128497184,Poor,True,Sales,California,Valid,Needs Verification
248,EMP1248,Eva,Smith,30.0,DevOps-California,Pending,12/28/2022,56539.99,eva.smith@example.com,9484910255,Excellent,True,DevOps,California,Valid,Needs Verification
249,EMP1249,Charlie,Williams,30.0,DevOps-Illinois,Pending,5/24/2023,73633.37,charlie.williams@example.com,2588967923,Good,True,DevOps,Illinois,Valid,Needs Verification
250,EMP1250,Alice,Miller,25.0,Cloud Tech-Texas,Pending,4/28/2024,90373.99,alice.miller@example.com,,Good,False,Cloud Tech,Texas,Invalid,Needs Verification
251,EMP1251,Grace,Smith,30.0,DevOps-Texas,Inactive,12/25/2024,93901.48,grace.smith@example.com,3967275783,Good,False,DevOps,Texas,Valid,Needs Verification
252,EMP1252,Eva,Brown,40.0,Admin-Nevada,Inactive,9/1/2021,81748.09,eva.brown@example.com,4683414650,Average,True,Admin,Nevada,Valid,Needs Verification
253,EMP1253,Charlie,Jones,40.0,Finance-Florida,Inactive,2/21/2021,73813.48,charlie.jones@example.com,1131290147,Average,False,Finance,Florida,Valid,Needs Verification
254,EMP1254,Frank,Smith,35.0,Finance-New York,Inactive,11/20/2022,89315.59,frank.smith@example.com,7068277880,Average,False,Finance,New York,Valid,Needs Verification
255,EMP1255,Heidi,Williams,25.0,HR-Florida,Active,10/15/2020,56776.82,heidi.williams@example.com,6093068537,Poor,False,HR,Florida,Valid,Needs Verification
256,EMP1256,Grace,Davis,30.0,Finance-New York,Active,7/24/2024,72920.51,grace.davis@example.com,9097283214,Excellent,True,Finance,New York,Valid,Needs Verification
257,EMP1257,Frank,Miller,30.0,Admin-Florida,Pending,8/14/2022,84913.18,frank.miller@example.com,2850676250,Average,True,Admin,Florida,Valid,Needs Verification
258,EMP1258,Alice,Garcia,25.0,Finance-Illinois,Inactive,5/8/2021,65060.11,alice.garcia@example.com,5381447442,Excellent,True,Finance,Illinois,Valid,Needs Verification
259,EMP1259,Alice,Williams,35.0,Finance-Illinois,Pending,10/9/2023,82941.08,alice.williams@example.com,,Poor,False,Finance,Illinois,Invalid,Needs Verification
260,EMP1260,Bob,Smith,40.0,Admin-California,Pending,1/19/2022,103469.97,bob.smith@example.com,,Good,True,Admin,California,Invalid,Needs Verification
261,EMP1261,Grace,Miller,25.0,Sales-Illinois,Active,1/12/2022,88725.6,grace.miller@example.com,5265016730,Average,True,Sales,Illinois,Valid,Needs Verification
262,EMP1262,Heidi,Jones,30.0,HR-Illinois,Pending,6/5/2023,58316.77,heidi.jones@example.com,8826170242,Excellent,True,HR,Illinois,Valid,Needs Verification
263,EMP1263,Grace,Smith,35.0,HR-Illinois,Inactive,3/26/2024,60098.72,grace.smith@example.com,7654562840,Excellent,True,HR,Illinois,Valid,Needs Verification
264,EMP1264,Grace,Williams,30.0,Cloud Tech-Texas,Active,10/7/2020,99951.43,grace.williams@example.com,7722560530,Average,True,Cloud Tech,Texas,Valid,Needs Verification
265,EMP1265,Heidi,Johnson,30.0,Sales-Illinois,Active,11/2/2021,115195.81,heidi.johnson@example.com,3402665022,Good,True,Sales,Illinois,Valid,Needs Verification
266,EMP1266,Grace,Brown,30.0,DevOps-California,Pending,11/19/2021,85512.05,grace.brown@example.com,7416787255,Good,False,DevOps,California,Valid,Needs Verification
267,EMP1267,Heidi,Garcia,30.0,HR-Florida,Active,1/24/2022,73186.77,heidi.garcia@example.com,8621102257,Good,False,HR,Florida,Valid,Needs Verification
268,EMP1268,Grace,Davis,30.0,HR-Nevada,Pending,7/12/2023,51865.3,grace.davis@example.com,,Poor,True,HR,Nevada,Invalid,Needs Verification
269,EMP1269,David,Williams,25.0,Sales-Florida,Active,12/9/2022,94031.77,david.williams@example.com,4716392822,Excellent,True,Sales,Florida,Valid,Needs Verification
270,EMP1270,Grace,Miller,30.0,DevOps-New York,Active,3/18/2023,116374.36,grace.miller@example.com,4143637188,Excellent,False,DevOps,New York,Valid,Needs Verification
271,EMP1271,Alice,Garcia,40.0,HR-Florida,Active,4/25/2022,98335.02,alice.garcia@example.com,2392312603,Excellent,False,HR,Florida,Valid,Needs Verification
272,EMP1272,Heidi,Garcia,25.0,DevOps-New York,Pending,2/28/2021,89262.07,heidi.garcia@example.com,3260931065,Poor,True,DevOps,New York,Valid,Needs Verification
273,EMP1273,Heidi,Garcia,30.0,Finance-California,Active,7/30/2022,113848.69,heidi.garcia@example.com,8433567085,Excellent,True,Finance,California,Valid,Needs Verification
274,EMP1274,Frank,Smith,35.0,Sales-Florida,Active,5/19/2021,69530.45,frank.smith@example.com,,Poor,True,Sales,Florida,Invalid,Needs Verification
275,EMP1275,Eva,Brown,35.0,DevOps-New York,Pending,12/14/2023,84230.22,eva.brown@example.com,,Good,True,DevOps,New York,Invalid,Needs Verification
276,EMP1276,Eva,Smith,35.0,Cloud Tech-Illinois,Pending,1/17/2023,76578.59,eva.smith@example.com,9162475540,Average,False,Cloud Tech,Illinois,Valid,Needs Verification
277,EMP1277,Frank,Miller,30.0,HR-Texas,Inactive,1/2/2024,55532.06,frank.miller@example.com,1082555988,Excellent,True,HR,Texas,Valid,Needs Verification
278,EMP1278,Eva,Smith,40.0,Admin-New York,Pending,7/9/2021,115311.68,eva.smith@example.com,5343961128,Excellent,True,Admin,New York,Valid,Needs Verification
279,EMP1279,Charlie,Johnson,25.0,Sales-Nevada,Pending,5/5/2021,66972.06,charlie.johnson@example.com,1093371188,Good,True,Sales,Nevada,Valid,Needs Verification
280,EMP1280,David,Brown,30.0,Cloud Tech-Texas,Inactive,11/7/2021,100215.06,david.brown@example.com,5473820235,Average,True,Cloud Tech,Texas,Valid,Needs Verification
281,EMP1281,Charlie,Brown,25.0,Sales-New York,Inactive,8/30/2023,115452.25,charlie.brown@example.com,8485571616,Poor,False,Sales,New York,Valid,Needs Verification
282,EMP1282,Heidi,Miller,30.0,HR-California,Inactive,8/15/2023,54141.38,heidi.miller@example.com,6880294239,Average,False,HR,California,Valid,Needs Verification
283,EMP1283,David,Davis,30.0,DevOps-Nevada,Active,12/24/2020,79251.95,david.davis@example.com,9036788126,Good,False,DevOps,Nevada,Valid,Needs Verification
284,EMP1284,Alice,Johnson,40.0,Finance-New York,Pending,11/21/2024,114822.78,alice.johnson@example.com,8686694319,Good,True,Finance,New York,Valid,Needs Verification
285,EMP1285,Alice,Williams,35.0,Sales-Illinois,Active,11/17/2021,69919.32,alice.williams@example.com,2939087883,Average,True,Sales,Illinois,Valid,Needs Verification
286,EMP1286,Heidi,Smith,30.0,Sales-Florida,Inactive,1/29/2021,106616.97,heidi.smith@example.com,4344812307,Poor,False,Sales,Florida,Valid,Needs Verification
287,EMP1287,Heidi,Jones,35.0,DevOps-New York,Active,2/17/2024,73597.85,heidi.jones@example.com,3402424032,Poor,True,DevOps,New York,Valid,Needs Verification
288,EMP1288,David,Smith,30.0,Sales-Nevada,Inactive,8/20/2024,79939.23,david.smith@example.com,8105955183,Excellent,True,Sales,Nevada,Valid,Needs Verification
289,EMP1289,Grace,Garcia,25.0,Admin-New York,Inactive,10/24/2021,85547.87,grace.garcia@example.com,2694500533,Poor,False,Admin,New York,Valid,Needs Verification
290,EMP1290,Grace,Smith,30.0,Finance-California,Inactive,9/10/2021,90772.25,grace.smith@example.com,2408916497,Average,False,Finance,California,Valid,Needs Verification
291,EMP1291,Eva,Williams,35.0,DevOps-New York,Active,9/29/2023,58275.74,eva.williams@example.com,3735439626,Good,False,DevOps,New York,Valid,Needs Verification
292,EMP1292,Grace,Smith,30.0,DevOps-California,Pending,8/28/2020,94709.79,grace.smith@example.com,3652717271,Excellent,False,DevOps,California,Valid,Needs Verification
293,EMP1293,Frank,Johnson,30.0,Admin-New York,Active,9/6/2022,60722.99,frank.johnson@example.com,2397240421,Excellent,True,Admin,New York,Valid,Needs Verification
294,EMP1294,Frank,Johnson,40.0,DevOps-Illinois,Inactive,3/31/2024,87626.24,frank.johnson@example.com,6931216375,Good,True,DevOps,Illinois,Valid,Needs Verification
295,EMP1295,David,Brown,30.0,DevOps-Illinois,Active,12/12/2022,81272.36,david.brown@example.com,1820916600,Poor,False,DevOps,Illinois,Valid,Needs Verification
296,EMP1296,Bob,Miller,30.0,Cloud Tech-Texas,Pending,11/1/2022,64150.97,bob.miller@example.com,,Good,True,Cloud Tech,Texas,Invalid,Needs Verification
297,EMP1297,Charlie,Davis,35.0,Sales-Florida,Active,10/25/2023,64378.1,charlie.davis@example.com,1851327971,Poor,False,Sales,Florida,Valid,Needs Verification
298,EMP1298,Bob,Jones,30.0,Finance-Texas,Inactive,9/27/2020,85927.35,bob.jones@example.com,4572308480,Good,False,Finance,Texas,Valid,Needs Verification
299,EMP1299,Alice,Garcia,30.0,Finance-Nevada,Inactive,1/21/2024,51523.93,alice.garcia@example.com,,Average,True,Finance,Nevada,Invalid,Needs Verification
300,EMP1300,Alice,Smith,30.0,Sales-Texas,Active,5/17/2022,74117.02,alice.smith@example.com,3036625435,Poor,False,Sales,Texas,Valid,Needs Verification
301,EMP1301,Alice,Smith,25.0,Finance-Texas,Inactive,4/17/2022,62598.69,alice.smith@example.com,1721314518,Average,True,Finance,Texas,Valid,Needs Verification
302,EMP1302,Grace,Williams,35.0,Finance-Florida,Inactive,2/8/2022,55617.5,grace.williams@example.com,5151092267,Excellent,True,Finance,Florida,Valid,Needs Verification
303,EMP1303,Charlie,Miller,35.0,Cloud Tech-New York,Pending,3/15/2022,87018.98,charlie.miller@example.com,5926249450,Good,True,Cloud Tech,New York,Valid,Needs Verification
304,EMP1304,David,Johnson,25.0,Cloud Tech-California,Inactive,10/11/2023,100336.58,david.johnson@example.com,4754102251,Excellent,True,Cloud Tech,California,Valid,Needs Verification
305,EMP1305,Grace,Jones,30.0,Admin-Florida,Inactive,11/13/2020,69295.48,grace.jones@example.com,6771196420,Excellent,False,Admin,Florida,Valid,Needs Verification
306,EMP1306,Bob,Brown,25.0,DevOps-Florida,Pending,4/17/2024,115536.66,bob.brown@example.com,5226557675,Excellent,True,DevOps,Florida,Valid,Needs Verification
307,EMP1307,David,Johnson,30.0,Cloud Tech-Texas,Pending,3/9/2020,81250.87,david.johnson@example.com,9523668787,Excellent,False,Cloud Tech,Texas,Valid,Needs Verification
308,EMP1308,Alice,Garcia,30.0,DevOps-Texas,Inactive,6/17/2022,66403.75,alice.garcia@example.com,7883619688,Good,False,DevOps,Texas,Valid,Needs Verification
309,EMP1309,Alice,Miller,30.0,Sales-California,Active,7/28/2024,114147.79,alice.miller@example.com,3135030586,Excellent,False,Sales,California,Valid,Needs Verification
310,EMP1310,Frank,Garcia,30.0,HR-New York,Pending,12/3/2022,65472.99,frank.garcia@example.com,2105524727,Good,False,HR,New York,Valid,Needs Verification
311,EMP1311,Alice,Davis,30.0,Sales-Nevada,Active,7/6/2023,97512.51,alice.davis@example.com,6333021259,Good,True,Sales,Nevada,Valid,Needs Verification
312,EMP1312,Alice,Brown,35.0,DevOps-Nevada,Inactive,5/28/2024,86712.41,alice.brown@example.com,6501917919,Average,True,DevOps,Nevada,Valid,Needs Verification
313,EMP1313,Grace,Davis,30.0,HR-Florida,Active,3/25/2024,87654.98,grace.davis@example.com,2521310961,Poor,False,HR,Florida,Valid,Needs Verification
314,EMP1314,David,Williams,35.0,DevOps-New York,Inactive,4/28/2020,89367.02,david.williams@example.com,2728476569,Poor,False,DevOps,New York,Valid,Needs Verification
315,EMP1315,Charlie,Garcia,40.0,Admin-California,Active,11/7/2021,95269.41,charlie.garcia@example.com,4120092819,Good,True,Admin,California,Valid,Needs Verification
316,EMP1316,Frank,Williams,25.0,Sales-Nevada,Active,4/15/2020,68792.31,frank.williams@example.com,6678498435,Average,False,Sales,Nevada,Valid,Needs Verification
317,EMP1317,Alice,Smith,25.0,Admin-Illinois,Pending,10/7/2023,89119.53,alice.smith@example.com,2418623689,Good,True,Admin,Illinois,Valid,Needs Verification
318,EMP1318,Frank,Davis,35.0,Cloud Tech-New York,Active,2/27/2024,58212.13,frank.davis@example.com,3628917755,Good,False,Cloud Tech,New York,Valid,Needs Verification
319,EMP1319,Heidi,Miller,30.0,DevOps-Illinois,Pending,2/22/2021,77764.24,heidi.miller@example.com,6205634110,Good,True,DevOps,Illinois,Valid,Needs Verification
320,EMP1320,Frank,Garcia,35.0,Finance-Florida,Pending,8/21/2023,75148.17,frank.garcia@example.com,5950342810,Average,False,Finance,Florida,Valid,Needs Verification
321,EMP1321,Heidi,Jones,40.0,Cloud Tech-Nevada,Inactive,4/8/2024,108781.18,heidi.jones@example.com,3904383033,Poor,False,Cloud Tech,Nevada,Valid,Needs Verification
322,EMP1322,Frank,Brown,35.0,Finance-Texas,Pending,11/4/2024,65489.19,frank.brown@example.com,1990970050,Average,True,Finance,Texas,Valid,Needs Verification
323,EMP1323,Eva,Johnson,30.0,Sales-Illinois,Pending,5/5/2022,70663.46,eva.johnson@example.com,4054683564,Excellent,False,Sales,Illinois,Valid,Needs Verification
324,EMP1324,David,Miller,40.0,Sales-New York,Inactive,2/1/2023,95822.56,david.miller@example.com,2156818208,Average,False,Sales,New York,Valid,Needs Verification
325,EMP1325,Eva,Miller,40.0,DevOps-Nevada,Pending,10/1/2022,82258.03,eva.miller@example.com,6790422710,Average,True,DevOps,Nevada,Valid,Needs Verification
326,EMP1326,Frank,Williams,30.0,Admin-Nevada,Pending,9/27/2022,62883.34,frank.williams@example.com,3322889856,Average,False,Admin,Nevada,Valid,Needs Verification
